"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)",Comments,"Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,report_as
197648941,Photo,"Fulica atra","Foulque macroule",,"Leonardo Rassu",5/20/2017,2017,5,20,930,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S63082479,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,,1042,1563,"https://macaulaylibrary.org/asset/197648941","https://ebird.org/view/checklist/S63082479","https://ebird.org/species/eurcoo",false,eurcoo
197643651,Photo,"Fulica atra","Foulque macroule",,"Leonardo Rassu",5/26/2017,2017,5,26,1015,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S63081490,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,,2385,3577,"https://macaulaylibrary.org/asset/197643651","https://ebird.org/view/checklist/S63081490","https://ebird.org/species/eurcoo",false,eurcoo
197643521,Photo,"Fulica atra","Foulque macroule",,"Leonardo Rassu",5/26/2017,2017,5,26,1015,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S63081490,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,,1135,1704,"https://macaulaylibrary.org/asset/197643521","https://ebird.org/view/checklist/S63081490","https://ebird.org/species/eurcoo",false,eurcoo
197643011,Photo,"Fulica atra","Foulque macroule",,"Leonardo Rassu",5/26/2017,2017,5,26,1015,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S63081490,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,,990,1485,"https://macaulaylibrary.org/asset/197643011","https://ebird.org/view/checklist/S63081490","https://ebird.org/species/eurcoo",false,eurcoo
197642991,Photo,"Fulica atra","Foulque macroule",,"Leonardo Rassu",5/26/2017,2017,5,26,1015,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S63081490,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,,1052,1580,"https://macaulaylibrary.org/asset/197642991","https://ebird.org/view/checklist/S63081490","https://ebird.org/species/eurcoo",false,eurcoo
197510321,Photo,"Fulica atra","Foulque macroule",,"Uli MacDonald",8/14/2018,2018,8,14,1230,Switzerland,CH-ZH,Zürich,,"CH-Zürich-Limmatquai (47.3664,8.5444)",47.3664,8.5444,,,,Unspecified,,,,,,,,S47845964,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,"https://ebird.org/profile/NTIyMTEy",294,532,"https://macaulaylibrary.org/asset/197510321","https://ebird.org/view/checklist/S47845964","https://ebird.org/species/eurcoo",false,eurcoo
196753641,Photo,"Fulica atra","Foulque macroule",,"Leonardo Rassu",1/2/2020,2020,1,2,1600,Switzerland,CH-TI,Ticino,,"Gandria, Ticino, CH",46.0056,9.0039,,,,Unspecified,,,,,,,,S62923981,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,,1605,2404,"https://macaulaylibrary.org/asset/196753641","https://ebird.org/view/checklist/S62923981","https://ebird.org/species/eurcoo",false,eurcoo
196050701,Photo,"Fulica atra","Foulque macroule",,"Marie Stridh",12/30/2019,2019,12,30,1400,Switzerland,CH-ZH,Zürich,,"Zürich schiffstation",47.366,8.5417,,,,Unspecified,,,,,,,,S62777134,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,0.0,0,committed,,"https://ebird.org/profile/MTAwNDY4Ng",917,1280,"https://macaulaylibrary.org/asset/196050701","https://ebird.org/view/checklist/S62777134","https://ebird.org/species/eurcoo",false,eurcoo
193843691,Photo,"Fulica atra","Foulque macroule",,"The Wildlab",12/18/2019,2019,12,18,1234,Switzerland,CH-GE,Genève,,"Teppes de Verbois",46.1804,6.0148,,,,Unspecified,,,,,,,,S62413841,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,3.0,1,committed,,,1402,1869,"https://macaulaylibrary.org/asset/193843691","https://ebird.org/view/checklist/S62413841","https://ebird.org/species/eurcoo",false,eurcoo
193843611,Photo,"Fulica atra","Foulque macroule",,"The Wildlab",12/18/2019,2019,12,18,1234,Switzerland,CH-GE,Genève,,"Teppes de Verbois",46.1804,6.0148,,,,Unspecified,,,,,,,,S62413841,,,,,,,,,"Fulica atra",eurcoo,Species,5299.0,,,3.0,1,committed,,,1562,2083,"https://macaulaylibrary.org/asset/193843611","https://ebird.org/view/checklist/S62413841","https://ebird.org/species/eurcoo",false,eurcoo
