"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)",Comments,"Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,report_as
199109961,Photo,"Cygnus olor","Cygne tuberculé",,"Leonardo Rassu",10/17/2015,2015,10,17,845,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S61242059,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,0.0,0,committed,,,3840,5760,"https://macaulaylibrary.org/asset/199109961","https://ebird.org/view/checklist/S61242059","https://ebird.org/species/mutswa",false,mutswa
199046121,Photo,"Cygnus olor","Cygne tuberculé",,"Renata Biancalana",6/26/2019,2019,6,26,1000,Switzerland,CH-ZH,Zürich,,"Zürich Stadt (City of Zurich)",47.3769,8.5414,,,,Unspecified,,,,,,,,S57714658,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjk0NTk2",2304,3456,"https://macaulaylibrary.org/asset/199046121","https://ebird.org/view/checklist/S57714658","https://ebird.org/species/mutswa",false,mutswa
198826481,Photo,"Cygnus olor","Cygne tuberculé",,"Leonardo Rassu",3/8/2019,2019,3,8,930,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S61287718,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,0.0,0,committed,,,2183,3276,"https://macaulaylibrary.org/asset/198826481","https://ebird.org/view/checklist/S61287718","https://ebird.org/species/mutswa",false,mutswa
198665821,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,2.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",1825,2737,"https://macaulaylibrary.org/asset/198665821","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
198665801,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,Inconnu,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,3.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",1825,2737,"https://macaulaylibrary.org/asset/198665801","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
198665731,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,3.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",3712,3837,"https://macaulaylibrary.org/asset/198665731","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
198665721,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,Inconnu,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,4.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",3644,3720,"https://macaulaylibrary.org/asset/198665721","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
198665701,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,4.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",2502,3757,"https://macaulaylibrary.org/asset/198665701","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
198665651,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,2.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",2220,3290,"https://macaulaylibrary.org/asset/198665651","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
198665451,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/11/2020,2020,1,11,1028,Switzerland,CH-SO,Solothurn,,Inkwilersee,47.1987,7.6628,,,,Unspecified,,,,,,,,S63274585,,,,,"2 adultes et 3 juvéniles de l'an passé",,,,"Cygnus olor",mutswa,Species,330.0,,,1.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",1659,2488,"https://macaulaylibrary.org/asset/198665451","https://ebird.org/view/checklist/S63274585","https://ebird.org/species/mutswa",false,mutswa
